job_id,title,company,location,description,skills,role_family
135,KPI Reporting Analyst,DashWorks,Berlin,"In this internship, you will maintain recurring reports and KPI dashboards for logistics teams. The role focuses on recurring reporting, dashboard operations, and business intelligence delivery.",sql;power bi;reporting;kpi monitoring,bi
136,BI Analyst Intern,QuantNova,Dublin,"In this internship, you will support business intelligence workflows and executive reporting. You will support KPI reporting workflows and recurring business reviews.",sql;excel;business intelligence;dashboards;reporting,bi
137,Reporting Analyst Intern,VisionData,Munich,"In this internship, you will build and refresh dashboards used in weekly business reviews. The internship emphasizes reporting reliability, dashboard upkeep, and executive visibility.",power bi;reporting;data quality;executive dashboards;kpi monitoring,bi
138,Business Intelligence Intern,CoreSignals,Warsaw,"In this internship, you will monitor reporting quality and validate source data for dashboards. The role focuses on recurring reporting, dashboard operations, and business intelligence delivery.",sql;power bi;recurring reports;dashboard maintenance,bi
139,Dashboard Analyst Intern,TrendLoop,Milan,"In this internship, you will support reporting pipelines and recurring stakeholder updates. You will support KPI reporting workflows and recurring business reviews.",sql;excel;reporting workflows;kpis,bi
140,KPI Reporting Analyst,NexaAI,Oslo,"In this internship, you will own dashboard maintenance and KPI reporting for business teams. The internship emphasizes reporting reliability, dashboard upkeep, and executive visibility.",power bi;business intelligence;stakeholder reporting;sql;excel,bi
141,BI Analyst Intern,LumenData,London,"In this internship, you will maintain recurring reports and KPI dashboards for logistics teams. The role focuses on recurring reporting, dashboard operations, and business intelligence delivery.",sql;power bi;reporting;kpi monitoring,bi
142,Reporting Analyst Intern,DataHarbor,Paris,"In this internship, you will support business intelligence workflows and executive reporting. You will support KPI reporting workflows and recurring business reviews.",sql;excel;business intelligence;dashboards;reporting,bi
143,Business Intelligence Intern,NorthGrid,Barcelona,"In this internship, you will build and refresh dashboards used in weekly business reviews. The internship emphasizes reporting reliability, dashboard upkeep, and executive visibility.",power bi;reporting;data quality;executive dashboards;kpi monitoring,bi
144,Dashboard Analyst Intern,UrbanMetrics,Prague,"In this internship, you will monitor reporting quality and validate source data for dashboards. The role focuses on recurring reporting, dashboard operations, and business intelligence delivery.",sql;power bi;recurring reports;dashboard maintenance,bi
145,KPI Reporting Analyst,PeakIntel,Lisbon,"In this internship, you will support reporting pipelines and recurring stakeholder updates. You will support KPI reporting workflows and recurring business reviews.",sql;excel;reporting workflows;kpis,bi
146,BI Analyst Intern,ClickSense,Stockholm,"In this internship, you will own dashboard maintenance and KPI reporting for business teams. The internship emphasizes reporting reliability, dashboard upkeep, and executive visibility.",power bi;business intelligence;stakeholder reporting;sql;excel,bi
147,Reporting Analyst Intern,AlgoBridge,Zurich,"In this internship, you will maintain recurring reports and KPI dashboards for logistics teams. The role focuses on recurring reporting, dashboard operations, and business intelligence delivery.",sql;power bi;reporting;kpi monitoring,bi
148,Business Intelligence Intern,ModelForge,Amsterdam,"In this internship, you will support business intelligence workflows and executive reporting. You will support KPI reporting workflows and recurring business reviews.",sql;excel;business intelligence;dashboards;reporting,bi
149,Dashboard Analyst Intern,SupplyMind,Madrid,"In this internship, you will build and refresh dashboards used in weekly business reviews. The internship emphasizes reporting reliability, dashboard upkeep, and executive visibility.",power bi;reporting;data quality;executive dashboards;kpi monitoring,bi
150,KPI Reporting Analyst,AdMetric,Vienna,"In this internship, you will monitor reporting quality and validate source data for dashboards. The role focuses on recurring reporting, dashboard operations, and business intelligence delivery.",sql;power bi;recurring reports;dashboard maintenance,bi
