job_id,title,company,location,description,skills,role_family,raw_title,title_short,country,schedule_type,work_from_home,source
589,Data Analyst (Intern),Appier,Taiwan,"Title short: Data Analyst. Schedule: Internship. Remote: False. Country: Taiwan. Skills: python, r, spark, sql, tableau.",python;r;spark;sql;tableau,analytics,Data Analyst (Intern),Data Analyst,Taiwan,Internship,False,lukebarousse/data_jobs
590,Werkstudent (m/f/d) Data Analyst,LetMeShip,"Hamburg, Germany","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Germany. Skills: express, python, r, sql.",express;python;r;sql,analytics,Werkstudent (m/f/d) Data Analyst,Data Analyst,Germany,Full-time,False,lukebarousse/data_jobs
591,Data Analyst,Uline,"Waukesha, WI","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: excel, sql, vba.",excel;sql;vba,analytics,Data Analyst,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
592,Data analyst,Randstad,"Lugano, Switzerland",Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Switzerland. Skills: excel.,excel,analytics,Data analyst,Data Analyst,Switzerland,Full-time,False,lukebarousse/data_jobs
593,IT Senior Data Analyst,Lennar Corporation,"Miami, FL","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: dax, excel, oracle, python, qlik, r, sql, tableau.",dax;excel;oracle;python;qlik;r;sql;tableau,analytics,IT Senior Data Analyst,Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
594,Digital Analyst,Nigel Frank International Limited,"Madrid, Spain","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Spain. Skills: bigquery, javascript, sql.",bigquery;javascript;sql,analytics,Digital Analyst,Data Analyst,Spain,Full-time,False,lukebarousse/data_jobs
595,IT Business Lead Data Analyst - VP - Hybrid,Citi,"Atlantic Beach, FL","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: excel, powerpoint, sharepoint, sql, visio, word.",excel;powerpoint;sharepoint;sql;visio;word,analytics,IT Business Lead Data Analyst - VP - Hybrid,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
596,informaticien,Randstad,"Liège, Belgium","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Belgium. Skills: oracle, power bi, sql, sql server.",oracle;power bi;sql;sql server,analytics,informaticien,Data Analyst,Belgium,Full-time,False,lukebarousse/data_jobs
597,Data Analyst,LegalMatch.com,"Cebu City, Cebu, Philippines","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Philippines. Skills: excel, java, javascript, looker, power bi, python, sql, tableau.",excel;java;javascript;looker;power bi;python;sql;tableau,analytics,Data Analyst,Data Analyst,Philippines,Full-time,False,lukebarousse/data_jobs
598,Data Analyst (KYC DBNL),ING Philippines,Philippines,"Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Philippines. Skills: cognos, go, power bi, sas, sql.",cognos;go;power bi;sas;sql,analytics,Data Analyst (KYC DBNL),Data Analyst,Philippines,Full-time,False,lukebarousse/data_jobs
599,Business Intelligence Analyst,Emprego CL C2,"Santiago, Chile","Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: Chile. Skills: excel, power bi, tableau.",excel;power bi;tableau,analytics,Business Intelligence Analyst,Business Analyst,Chile,Full-time,False,lukebarousse/data_jobs
600,(cen) cemex go data analyst,CEMEX,"San Pedro Garza García, Nuevo Leon, Mexico","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Mexico. Skills: excel, go.",excel;go,analytics,(cen) cemex go data analyst,Data Analyst,Mexico,Full-time,False,lukebarousse/data_jobs
601,SR Data Analyst,CBRE,U.S. Virgin Islands,"Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: U.S. Virgin Islands. Skills: excel, oracle, outlook, powerpoint, python, r, sas, spss, sql, ssrs, tableau, word.",excel;oracle;outlook;powerpoint;python;r;sas;spss;sql;ssrs;tableau;word,analytics,SR Data Analyst,Data Analyst,U.S. Virgin Islands,Full-time,False,lukebarousse/data_jobs
602,Full Time / Entry Level - Research Data Analyst - (Remote),REMOTE JOBS WORK FROM HOME,Anywhere,"Title short: Data Analyst. Schedule: Full-time. Remote: True. Country: Sweden. Skills: python, r, sql.",python;r;sql,analytics,Full Time / Entry Level - Research Data Analyst - (Remote),Data Analyst,Sweden,Full-time,True,lukebarousse/data_jobs
603,Data Analyst,BT Group,"Birmingham, UK","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United Kingdom. Skills: qlik, sas, sql, tableau.",qlik;sas;sql;tableau,analytics,Data Analyst,Data Analyst,United Kingdom,Full-time,False,lukebarousse/data_jobs
604,Business Intelligence Analyst,MET Group,"Baar, Switzerland","Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: Switzerland. Skills: power bi, python, r, sql, vba.",power bi;python;r;sql;vba,analytics,Business Intelligence Analyst,Business Analyst,Switzerland,Full-time,False,lukebarousse/data_jobs
605,Praktikant (m/w/d) Data Analyst im Bereich Business Development...,Rheinmetall Electronics GmbH,"Bremen, Germany","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Germany. Skills: excel, javascript, powerpoint, python, sql.",excel;javascript;powerpoint;python;sql,analytics,Praktikant (m/w/d) Data Analyst im Bereich Business Development...,Data Analyst,Germany,Full-time,False,lukebarousse/data_jobs
606,Data Analyst (Alternance),PHILIP MORRIS REUNION,"La Possession, Réunion",Title short: Data Analyst. Schedule: Internship. Remote: False. Country: Réunion. Skills: chef.,chef,analytics,Data Analyst (Alternance),Data Analyst,Réunion,Internship,False,lukebarousse/data_jobs
607,BUSINESS INTELLIGENCE ANALYST Power BI,EyeTech Solutions,"Brussels, Belgium","Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: Belgium. Skills: azure, power bi, python, r, sql.",azure;power bi;python;r;sql,analytics,BUSINESS INTELLIGENCE ANALYST Power BI,Business Analyst,Belgium,Full-time,False,lukebarousse/data_jobs
608,Data Analyst Staff (Level 4) Jobs,Lockheed Martin,"Fort Worth, TX","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: nosql, python, sap, sql.",nosql;python;sap;sql,analytics,Data Analyst Staff (Level 4) Jobs,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
609,"AVP/VP, Loan Data Analyst (APAC)",Robert Walters,Hong Kong,"Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Hong Kong. Skills: excel, sas.",excel;sas,analytics,"AVP/VP, Loan Data Analyst (APAC)",Data Analyst,Hong Kong,Full-time,False,lukebarousse/data_jobs
610,Data Analyst / Data Steward H/F,Air France,"Île-de-France, France","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: France. Skills: python, sas.",python;sas,analytics,Data Analyst / Data Steward H/F,Data Analyst,France,Full-time,False,lukebarousse/data_jobs
611,AML Data Analyst (M/F),SOFITEX TALENT RECRUITMENT,Luxembourg,"Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Luxembourg. Skills: excel, java, javascript, jupyter, linux, pandas, python, spark, sql, tableau.",excel;java;javascript;jupyter;linux;pandas;python;spark;sql;tableau,analytics,AML Data Analyst (M/F),Data Analyst,Luxembourg,Full-time,False,lukebarousse/data_jobs
612,"Manager, Data Analyst. Data Management Office",UOB,Singapore,Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Singapore. Skills: sql.,sql,analytics,"Manager, Data Analyst. Data Management Office",Data Analyst,Singapore,Full-time,False,lukebarousse/data_jobs
613,Data Analyst H/F,Eco-déchets Environnement,"Lyon, France","Title short: Data Analyst. Schedule: Internship. Remote: False. Country: France. Skills: python, r.",python;r,analytics,Data Analyst H/F,Data Analyst,France,Internship,False,lukebarousse/data_jobs
614,Data Analyst,"BizzyCar, Inc.","St Peters, MO",Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: tableau.,tableau,analytics,Data Analyst,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
615,Data Analyst Bootcamp and Project Work  (remote -part time) @ Moyyn,Moyyn,"Minsk, Belarus",Title short: Data Analyst. Schedule: Part-time. Remote: False. Country: Belarus. Skills: python.,python,analytics,Data Analyst Bootcamp and Project Work  (remote -part time) @ Moyyn,Data Analyst,Belarus,Part-time,False,lukebarousse/data_jobs
616,Reporting Data Analyst,Arsenault,"New York, NY","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: excel, microstrategy, sql.",excel;microstrategy;sql,analytics,Reporting Data Analyst,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
617,Data Analyst,HSBC,"Hyderabad, Telangana, India","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: India. Skills: mysql, nosql, postgresql, power bi, pyspark, python, qlik, r, sql, sql server, tableau.",mysql;nosql;postgresql;power bi;pyspark;python;qlik;r;sql;sql server;tableau,analytics,Data Analyst,Data Analyst,India,Full-time,False,lukebarousse/data_jobs
618,"Data Analyst / Data Scientist (Remote), nybl - Powered By Qureos",Qureos,Dubai - United Arab Emirates,"Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United Arab Emirates. Skills: c, c#, hadoop, java, javascript, node.js, python, r, react, spark, sql.",c;c#;hadoop;java;javascript;node.js;python;r;react;spark;sql,analytics,"Data Analyst / Data Scientist (Remote), nybl - Powered By Qureos",Data Analyst,United Arab Emirates,Full-time,False,lukebarousse/data_jobs
619,(4) Data Analysts,Saxon Global,"Des Moines, IA","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: flow, sql.",flow;sql,analytics,(4) Data Analysts,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
620,Data Analyst,JK.com,"Long Island City, NY","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: excel, power bi, sql, tableau.",excel;power bi;sql;tableau,analytics,Data Analyst,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
621,Data Analyst,Puzzle Brands,"Sofia, Bulgaria",Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Bulgaria. Skills: excel.,excel,analytics,Data Analyst,Data Analyst,Bulgaria,Full-time,False,lukebarousse/data_jobs
622,"Data Analyst, Marketing and Web - Remote | WFH",Get It Recruit - Finance,Anywhere,"Title short: Data Analyst. Schedule: Full-time. Remote: True. Country: United States. Skills: javascript, looker.",javascript;looker,analytics,"Data Analyst, Marketing and Web - Remote | WFH",Data Analyst,United States,Full-time,True,lukebarousse/data_jobs
623,Power BI Analyst,Charger Logistics Inc,"San Pedro Sula, Honduras",Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: Honduras. Skills: power bi.,power bi,analytics,Power BI Analyst,Business Analyst,Honduras,Full-time,False,lukebarousse/data_jobs
624,Business Data Analyst/Contarctor,Telia Company,"Solna, Sweden","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Sweden. Skills: aws, redshift, sap, sas, sql.",aws;redshift;sap;sas;sql,analytics,Business Data Analyst/Contarctor,Data Analyst,Sweden,Full-time,False,lukebarousse/data_jobs
625,Data Analyst,Erin Associates Ltd.,United Kingdom,Title short: Data Analyst. Schedule: Temp work. Remote: False. Country: United Kingdom. Skills: sql.,sql,analytics,Data Analyst,Data Analyst,United Kingdom,Temp work,False,lukebarousse/data_jobs
626,IT Business Systems Analyst (Early),Sandia National Laboratories,"Albuquerque, NM","Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: Sudan. Skills: confluence, jira.",confluence;jira,analytics,IT Business Systems Analyst (Early),Business Analyst,Sudan,Full-time,False,lukebarousse/data_jobs
627,Business Intelligence Analyst (Remote),Talentify.io,Anywhere,"Title short: Business Analyst. Schedule: Full-time. Remote: True. Country: Canada. Skills: github, sql, tableau.",github;sql;tableau,analytics,Business Intelligence Analyst (Remote),Business Analyst,Canada,Full-time,True,lukebarousse/data_jobs
628,Senior Data Analyst,Genvalues AB,"Stockholm, Sweden","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Sweden. Skills: bigquery, looker, sql, tableau.",bigquery;looker;sql;tableau,analytics,Senior Data Analyst,Senior Data Analyst,Sweden,Full-time,False,lukebarousse/data_jobs
629,Outbound Logistics Data Analyst - Carrier Operations (m/d/f),Rivian,"Munich, Germany","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Germany. Skills: alteryx, confluence, jira, python, r, sap, sql, tableau.",alteryx;confluence;jira;python;r;sap;sql;tableau,analytics,Outbound Logistics Data Analyst - Carrier Operations (m/d/f),Data Analyst,Germany,Full-time,False,lukebarousse/data_jobs
630,Un(e) Data Analyst(e),Infolegale,France,"Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: France. Skills: php, python, sql, tableau.",php;python;sql;tableau,analytics,Un(e) Data Analyst(e),Data Analyst,France,Full-time,False,lukebarousse/data_jobs
631,Carrier Analytics Manager,CS Recruiting,"Charlotte, NC","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: excel, ms access, python, qlik, r, spss.",excel;ms access;python;qlik;r;spss,analytics,Carrier Analytics Manager,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
632,Data Analyst,Randstad,"Vevey, Switzerland","Title short: Data Analyst. Schedule: Contractor. Remote: False. Country: Switzerland. Skills: power bi, python.",power bi;python,analytics,Data Analyst,Data Analyst,Switzerland,Contractor,False,lukebarousse/data_jobs
633,Government (Medical) Data Analyst,Alvarez & Marsal Deutschland GmbH,"Tampa, FL",Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: tableau.,tableau,analytics,Government (Medical) Data Analyst,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
634,Senior Logistics Planning Analyst,JLR,Anywhere,"Title short: Business Analyst. Schedule: Full-time. Remote: True. Country: United Kingdom. Skills: excel, flow, power bi, python, r, react, sql, tableau.",excel;flow;power bi;python;r;react;sql;tableau,analytics,Senior Logistics Planning Analyst,Business Analyst,United Kingdom,Full-time,True,lukebarousse/data_jobs
635,CRM Analyst,КрокусАппс,"Minsk, Belarus","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Belarus. Skills: excel, powerpoint, python, sql, tableau.",excel;powerpoint;python;sql;tableau,analytics,CRM Analyst,Data Analyst,Belarus,Full-time,False,lukebarousse/data_jobs
636,Data Analyst,Futurelink Global Recruitment,South Africa,"Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: South Africa. Skills: excel, power bi, tableau.",excel;power bi;tableau,analytics,Data Analyst,Data Analyst,South Africa,Full-time,False,lukebarousse/data_jobs
637,Senior Data Analyst,Human4Human Recruitment,"Kraków, Poland","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Poland. Skills: python, sql.",python;sql,analytics,Senior Data Analyst,Senior Data Analyst,Poland,Full-time,False,lukebarousse/data_jobs
638,Market Analyst,LSEG (London Stock Exchange Group),"Guanacaste Province, Lagunilla, Costa Rica","Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: Costa Rica. Skills: python, sql, vba.",python;sql;vba,analytics,Market Analyst,Business Analyst,Costa Rica,Full-time,False,lukebarousse/data_jobs
639,2024 Business Intelligence Engineer Internship,Amazon,"London, UK","Title short: Data Analyst. Schedule: Full-time and Internship. Remote: False. Country: United Kingdom. Skills: aws, cognos, excel, java, python, r, sql, tableau.",aws;cognos;excel;java;python;r;sql;tableau,analytics,2024 Business Intelligence Engineer Internship,Data Analyst,United Kingdom,Full-time and Internship,False,lukebarousse/data_jobs
640,Jr. Business Intelligence Analyst,"Staffigo Technical Services, LLC","St Paul, MO","Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: dax, hadoop, power bi, python, r, sas, sql, tableau.",dax;hadoop;power bi;python;r;sas;sql;tableau,analytics,Jr. Business Intelligence Analyst,Business Analyst,United States,Full-time,False,lukebarousse/data_jobs
641,Data Quality Analyst,Dyson,"Kraków, Poland","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Poland. Skills: excel, sap, word.",excel;sap;word,analytics,Data Quality Analyst,Data Analyst,Poland,Full-time,False,lukebarousse/data_jobs
642,Data Analyst,CyberCoders,"Fort Worth, TX","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: plotly, python, tableau.",plotly;python;tableau,analytics,Data Analyst,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
643,Data Analyst,BearingPoint B.V.,"Amsterdam, Netherlands","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Netherlands. Skills: python, r, sql, tableau.",python;r;sql;tableau,analytics,Data Analyst,Data Analyst,Netherlands,Full-time,False,lukebarousse/data_jobs
644,דרוש/ה excel data analyst לחברת מאגרי מידע,Pharma14.com,"Herzliya, Israel",Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Israel. Skills: excel.,excel,analytics,דרוש/ה excel data analyst לחברת מאגרי מידע,Data Analyst,Israel,Full-time,False,lukebarousse/data_jobs
645,Business Analyst,OLX,"Lisbon, Portugal","Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: Portugal. Skills: aws, azure, excel, go, python, r, sql, tableau.",aws;azure;excel;go;python;r;sql;tableau,analytics,Business Analyst,Business Analyst,Portugal,Full-time,False,lukebarousse/data_jobs
646,Operational Analyst,DHL,"Bello, Antioquia, Colombia",Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: Colombia. Skills: excel.,excel,analytics,Operational Analyst,Business Analyst,Colombia,Full-time,False,lukebarousse/data_jobs
647,Senior Data Analyst #Urgent,Hudson Global Resources ( HQ ),Singapore,"Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Singapore. Skills: azure, power bi, python, sql.",azure;power bi;python;sql,analytics,Senior Data Analyst #Urgent,Senior Data Analyst,Singapore,Full-time,False,lukebarousse/data_jobs
648,Data engineer / Data Scientist / Data Analyst,СтандартПроект,"Moscow, Russia","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Russia. Skills: airflow, elasticsearch, flask, java, jupyter, kafka, linux, numpy, pandas, python, sql.",airflow;elasticsearch;flask;java;jupyter;kafka;linux;numpy;pandas;python;sql,analytics,Data engineer / Data Scientist / Data Analyst,Data Analyst,Russia,Full-time,False,lukebarousse/data_jobs
649,Consumer Health Data Engineer/Data Analyst,Aon Corporation,"Chicago, IL","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: alteryx, databricks, snowflake, sql, ssis, tableau.",alteryx;databricks;snowflake;sql;ssis;tableau,analytics,Consumer Health Data Engineer/Data Analyst,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
650,Senior Data Analyst,Nordea Bank,"Gdynia, Poland","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Poland. Skills: snowflake, sql.",snowflake;sql,analytics,Senior Data Analyst,Senior Data Analyst,Poland,Full-time,False,lukebarousse/data_jobs
651,Business Analyst,Aspire Global,"Sliema, Malta","Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: Malta. Skills: python, r, sql.",python;r;sql,analytics,Business Analyst,Business Analyst,Malta,Full-time,False,lukebarousse/data_jobs
652,Data Analyst,NES Fircroft,"Amsterdam, Netherlands","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Netherlands. Skills: python, sql.",python;sql,analytics,Data Analyst,Data Analyst,Netherlands,Full-time,False,lukebarousse/data_jobs
653,Cognitive Data Analyst,Wysdom.AI,Anywhere,"Title short: Data Analyst. Schedule: Full-time. Remote: True. Country: Canada. Skills: python, sql.",python;sql,analytics,Cognitive Data Analyst,Data Analyst,Canada,Full-time,True,lukebarousse/data_jobs
654,Data Analyst III - SQL / REMOTE,Sunshine State Health Plan,"West Palm Beach, FL","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: excel, sql.",excel;sql,analytics,Data Analyst III - SQL / REMOTE,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
655,Business Intelligence Analyst,Brooksource,"Vinings, GA","Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: python, r, sql, tableau.",python;r;sql;tableau,analytics,Business Intelligence Analyst,Business Analyst,United States,Full-time,False,lukebarousse/data_jobs
656,Lead BI Analyst,KORE1,"Irvine, CA","Title short: Business Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: python, sql, tableau.",python;sql;tableau,analytics,Lead BI Analyst,Business Analyst,United States,Full-time,False,lukebarousse/data_jobs
657,Data Science Analyst - Full-time,Anaheim Ducks,"Anaheim, CA","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: power bi, pyspark, python, scikit-learn, spark, sql, tableau, tensorflow.",power bi;pyspark;python;scikit-learn;spark;sql;tableau;tensorflow,analytics,Data Science Analyst - Full-time,Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
658,Business Intelligence / Data Analyst (m/w/d),EON Energie Deutschland,"Essen, Germany","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Germany. Skills: azure, git, python, unix.",azure;git;python;unix,analytics,Business Intelligence / Data Analyst (m/w/d),Data Analyst,Germany,Full-time,False,lukebarousse/data_jobs
659,Data analyst,Amiltone,"Villeurbanne, France","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: France. Skills: jira, oracle, sql.",jira;oracle;sql,analytics,Data analyst,Data Analyst,France,Full-time,False,lukebarousse/data_jobs
660,"Data Analyst, Player Support",Supercell,"Helsinki, Finland","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Finland. Skills: python, r, sql, tableau.",python;r;sql;tableau,analytics,"Data Analyst, Player Support",Data Analyst,Finland,Full-time,False,lukebarousse/data_jobs
661,Alternance data analyste F/H,Casino,"Vitry-sur-Seine, France","Title short: Data Analyst. Schedule: Part-time. Remote: False. Country: France. Skills: chef, git, matplotlib, numpy, pandas, python, sql.",chef;git;matplotlib;numpy;pandas;python;sql,analytics,Alternance data analyste F/H,Data Analyst,France,Part-time,False,lukebarousse/data_jobs
662,Business Data Analyst (Power BI),Robert Walters,"Manchester, UK","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: United Kingdom. Skills: dax, power bi, sql.",dax;power bi;sql,analytics,Business Data Analyst (Power BI),Data Analyst,United Kingdom,Full-time,False,lukebarousse/data_jobs
663,"Sr Engineer, Data & Analytics",Excelacom,"Bernards, NJ","Title short: Senior Data Engineer. Schedule: Full-time. Remote: False. Country: United States. Skills: aws, azure, excel, gcp, looker, powerpoint, powershell, python, snowflake, sql, tableau, visio, word.",aws;azure;excel;gcp;looker;powerpoint;powershell;python;snowflake;sql;tableau;visio;word,analytics,"Sr Engineer, Data & Analytics",Senior Data Engineer,United States,Full-time,False,lukebarousse/data_jobs
664,12241303440 - Data Analyst,Support Shepherd,Anywhere,"Title short: Data Analyst. Schedule: nan. Remote: True. Country: Philippines. Skills: excel, sql, visual basic.",excel;sql;visual basic,analytics,12241303440 - Data Analyst,Data Analyst,Philippines,,True,lukebarousse/data_jobs
665,Data Privacy Analyst,Ansys,Anywhere,"Title short: Data Analyst. Schedule: Full-time. Remote: True. Country: Spain. Skills: gdpr, sharepoint.",gdpr;sharepoint,analytics,Data Privacy Analyst,Data Analyst,Spain,Full-time,True,lukebarousse/data_jobs
666,"Data Analyst, Nordic",Warner Music Sweden AB,Anywhere,"Title short: Data Analyst. Schedule: Full-time. Remote: True. Country: Sweden. Skills: power bi, python, qlik, r, sql, tableau.",power bi;python;qlik;r;sql;tableau,analytics,"Data Analyst, Nordic",Data Analyst,Sweden,Full-time,True,lukebarousse/data_jobs
667,Data Analyst Trainee (Biopharmaceutical Industry) - Lisboa,HRB SOLUTIONS,"Lisbon, Portugal","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Portugal. Skills: alteryx, excel, sql, tableau.",alteryx;excel;sql;tableau,analytics,Data Analyst Trainee (Biopharmaceutical Industry) - Lisboa,Data Analyst,Portugal,Full-time,False,lukebarousse/data_jobs
668,Data Integrity Analyst,JLL,"San José Province, San José, Costa Rica","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Costa Rica. Skills: excel, powerpoint, sql, word.",excel;powerpoint;sql;word,analytics,Data Integrity Analyst,Data Analyst,Costa Rica,Full-time,False,lukebarousse/data_jobs
669,"Senior Product Manager, Data & Analytics",Beeline,"Jacksonville, FL",Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: excel.,excel,analytics,"Senior Product Manager, Data & Analytics",Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
670,Senior Data Analyst,TalentBoost (Point32Health),"Plainville, MA","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: python, r, sas, sql, tableau.",python;r;sas;sql;tableau,analytics,Senior Data Analyst,Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
671,Analytic Science-Scientist II,FICO,"Bengaluru, Karnataka, India","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: India. Skills: c, c++, java.",c;c++;java,analytics,Analytic Science-Scientist II,Data Analyst,India,Full-time,False,lukebarousse/data_jobs
672,Data or Business Analyst,AKS ProTalent,Anywhere,"Title short: Data Analyst. Schedule: Full-time. Remote: True. Country: India. Skills: excel, javascript, sas, spss, sql.",excel;javascript;sas;spss;sql,analytics,Data or Business Analyst,Data Analyst,India,Full-time,True,lukebarousse/data_jobs
673,Product Analyst,developrec,"Royal Leamington Spa, UK","Title short: Software Engineer. Schedule: Full-time. Remote: False. Country: United Kingdom. Skills: python, sql, tableau.",python;sql;tableau,analytics,Product Analyst,Software Engineer,United Kingdom,Full-time,False,lukebarousse/data_jobs
674,Efficiency Officer /  Data analyst,MARTICO ROU SRL part of MARTICO GROUP,"Constanța, Romania",Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: Romania. Skills: outlook.,outlook,analytics,Efficiency Officer /  Data analyst,Data Analyst,Romania,Full-time,False,lukebarousse/data_jobs
675,Data Analyst,Volvo Group,"Lyon, France","Title short: Data Analyst. Schedule: Full-time. Remote: False. Country: France. Skills: azure, power bi, python, sas, sql, vue.",azure;power bi;python;sas;sql;vue,analytics,Data Analyst,Data Analyst,France,Full-time,False,lukebarousse/data_jobs
676,"(Expression of Interest) - Senior Data Analyst, Risk & Fraud",foodpanda,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Title short: Senior Data Analyst. Schedule: nan. Remote: False. Country: Malaysia. Skills: express, python, sql.",express;python;sql,analytics,"(Expression of Interest) - Senior Data Analyst, Risk & Fraud",Senior Data Analyst,Malaysia,,False,lukebarousse/data_jobs
677,Product Analyst,Highcore,Spain,"Title short: Software Engineer. Schedule: Full-time. Remote: False. Country: Spain. Skills: bigquery, postgresql, python, sql.",bigquery;postgresql;python;sql,analytics,Product Analyst,Software Engineer,Spain,Full-time,False,lukebarousse/data_jobs
678,Senior Data Analyst,#TeamGoHealth,"Chicago, IL","Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: United States. Skills: go, python, sql, tableau.",go;python;sql;tableau,analytics,Senior Data Analyst,Senior Data Analyst,United States,Full-time,False,lukebarousse/data_jobs
679,Prácticas Analista de Datos | Data Analyst Trainee,ACCOM,"Madrid, Spain","Title short: Data Analyst. Schedule: Part-time. Remote: False. Country: Spain. Skills: dax, excel, power bi, sql, tableau.",dax;excel;power bi;sql;tableau,analytics,Prácticas Analista de Datos | Data Analyst Trainee,Data Analyst,Spain,Part-time,False,lukebarousse/data_jobs
680,Senior Healthcare Data Analyst,Providence Health & Services,Canada,"Title short: Senior Data Analyst. Schedule: Full-time. Remote: False. Country: Canada. Skills: power bi, sql, tableau, vba.",power bi;sql;tableau;vba,analytics,Senior Healthcare Data Analyst,Senior Data Analyst,Canada,Full-time,False,lukebarousse/data_jobs
